Comment,Emotion
Saya merasa baik -baik saja,joy
Saya merasa sangat nyaman di dalamnya,joy
Saya merasa senang ketika saya melewati fase terburuk dalam hidup saya dan menemukan berapa banyak orang yang menganggap saya penting bagi mereka,joy
Saya bahkan tidak bisa melewati daftar Schindlers apalagi melihat kamar kematian yang sebenarnya dan merasakan hantu yang disiksa di sekitar saya,anger
Saya sering merasa jengkel rewel,anger
Saya merasa rendah pada titik ini dengan orang hilang yang saya kenal dan saya suka tetapi merasa tidak berdaya untuk melakukannya,fear
Saya merasa jijik bahwa setiap sistem peradilan pidana pada abad ini dapat mengetahui rincian lengkap dari semuanya dan menyangkal namanya sebagai pelecehan,anger
Saya akan membuang -buang waktu dan uang dan saya merasa sangat tertekan karena saya tidak ingin melakukan itu,fear
Saya pikir saya harus senang bahwa saya mulai bekerja tetapi saya merasa enggan,fear
Saya suka melihat cincin ini ketika saya merasa ragu atau turun dan itu mengingatkan saya bahwa jujur ​​saya tidak memiliki penyesalan dan saya tahu saya di mana saya seharusnya berada,fear
Aku mencintainya tapi aku merasa terancam dengan dia sedikit,fear
Saya merasa beruntung sampai merasa bersalah karena telah pergi tanpa kerusakan dan kecacatan yang lebih serius,joy
Saya membuat profil baru sebelumnya dan saya merasa baik -baik saja karena saya sudah tahu siapa yang saya tambahkan,joy
Saya merasa sedikit lebih gelisah,anger
Saya mulai merasa bermusuhan dan saya sedang memeriksa wasir saya,anger
Saya mungkin memiliki kebodohan dan berat yang terus -menerus di atas hati saya yang membuat saya merasa gelisah bosan dan tidak puas namun saya tahu betul bahwa perasaan seperti itu ditimbulkan pada saat bulan itu,fear
Saya merasa mengapa saya membayar untuk menjadi kacau,anger
Saya merasa sangat gugup,fear
Saya mulai merasa tidak nyaman dengan napas pendek dan sangat sedikit panik,fear
Saya bertanya -tanya bagaimana rasanya membuat marah dan kecewa jutaan orang di suatu pagi,anger
Saya memang mengatakan dia bisa tetapi itu sedikit menjengkelkan dan itu mengingatkan saya bahwa saya benar -benar tidak layak dan bahwa saya tidak memiliki tekad dan kemudian saya merasa benar -benar buang air besar dan bahkan lebih sedikit tekad sehingga itu semua sedikit lingkaran setan,anger
Saya benar -benar berantakan dengan perasaan takut melakukan hal yang salah dengan salah melangkah atau dengan cara apa pun tidak menghargai atau mengecewakan keluarga obat saya atau peserta dalam pencarian itu sendiri,fear
Saya merasa bahwa hal -hal yang saya pelajari dalam kursus saya sangat berguna sekarang,joy
Saya merasa sangat khawatir dengan prospek menemui presiden Jenderal Jackson,fear
Saya merasakan kesedihan dan penyesalan yang seharusnya kita rasakan ketika kita menyadari bahwa kita telah melakukan kesalahan seseorang Korintus,anger
Saya berharap kepada Tuhan itu adalah bacaan yang salah karena saya merasa sangat tidak terlindungi tanpanya,fear
Saya akan mulai merasa kesal,anger
"Saya merasa diri saya melebur lagi, tetapi kali ini adalah perasaan yang menyenangkan bukanlah yang takut",fear
Saya hanya merasa gembira,joy
Saya ingat kemudian merasa pahit bahwa saya tidak bisa mengeluarkan balon dan bergabung dalam perayaan,anger
Saya merasa mudah tersinggung,anger
Saya juga merasa lebih disambut di Lush daripada pekerjaan lain yang saya miliki,joy
Saya merasa sangat stres di tempat kerja juga karena mereka menumpuk begitu banyak hal untuk saya lakukan dan mengharapkan saya untuk melakukan semua hal kreatif ini atau menghias atau membuat ini,anger
Saya hanya merasa sangat kejam sekarang,anger
Saya merasa stres terlalu banyak bekerja dan berlari di atas asap,anger
"Maksud saya sebagai kelompok, rasanya menyenangkan masuk ke sana dan menambahkan sesuatu yang relevan bagi kami, tetapi saya masih belum benar -benar merasa lezat sebagai alat bagi saya",joy
"Saya merasa bahwa meskipun beberapa blogger populer dalam satu klik, ada dua kali jumlah orang yang iri dengan kesuksesan mereka tetapi memilih untuk mencium pantat mereka untuk menyesuaikan diri dan tiga kali lipat yang tidak menghormati mereka karena ketenaran mereka yang sombong",joy
"Saya merasa jika orang -orang melihat celah di baju besi saya, mereka akan memutuskan bahwa saya adalah orang yang kacau ini menganggap saya sebagai kekacauan panas dan tidak ingin berada di sekitar saya lagi",anger
Saya berteriak kepada kelompok di depan dan tidak mendapatkan jawaban dan semakin khawatir dan merasa semakin frustrasi dengan mereka yang tertinggal meskipun ada penjelasan yang berulang dan permohonan dari saya tentang perlunya mengejar ketinggalan dengan kelompok lanjutan,anger
Saya merasa takut menjadi rentan dalam suatu hubungan yang akan saya lihat pada orang lain bahwa mereka tidak dapat dipercaya dan pada gilirannya tidak akan mempercayai mereka,fear
"Saya membenci orang -orang mempermalukan saya dan memberi tahu saya bagaimana merasakan alternatif yang lebih produktif, beri saya fakta dan biarkan saya berpikir sendiri",joy
Saya merasa serakah dan tertekan,anger
Saya harap dia merasa baik -baik saja,joy
"Kakak perempuan saya pernah mencuri uang ibu saya dan membuatnya sangat marah setelah ini ibu saya akan memukulinya karena alasan yang tidak masuk akal suatu hari saudara perempuan saya meminjamkan bukunya kepada seorang teman tanpa memberi tahu ibu saya tentang hal itu ketika ibu saya mengetahui hal ini, dia memukulinya dan bahkan mengancamnya dengan gunting",anger
Saya tahu seseorang yang perlu merasa dihormati di atas segalanya yang mungkin jauh di lubuk hati dia tidak layak mendapatkan rasa hormat itu karena dia merasa tidak aman tentang dari mana asalnya,joy
Saya merasa frustrasi dan tidak bisa melihat cara untuk menyelamatkannya,anger
Saya merasa Todd terlalu stres atau lelah dengan Caleb saya akan membawanya karena saya tidak ingin Caleb merasakan frustrasi itu,anger
"Saya tidak merasa marah, saya tidak merasa pahit",anger
Saya akui saya berjalan ke Third Wave Cafe dengan perasaan sedikit khawatir tetapi apa yang tampaknya menjadi kafe pabrik ternyata menjadi restoran dengan kepribadian yang hebat dan bahkan makanan yang lebih besar,fear
"Saya merasa seperti korban yang tidak bersalah, saya merasa bahwa saya tidak bisa menang",joy
Aku merasakan senyum penuh kasih sayang yang anggun ibuku saat aku merampok waktu untuk memelihara diriku dan menyembuhkan,joy
Saya tidak percaya semua konten media buruk sebenarnya banyak dari itu yang saya rasa sangat penting bagi manusia yang berkembang,joy
Saya sangat menikmati membangun dan suasana ketegangan dan kebingungan di seluruh tetapi saya tidak bisa tidak merasa tidak puas dengan akhir,anger
Saya merasakan kegembiraan itu setiap hari dengan beberapa orang paling cantik yang pernah saya temui dan berharap Thanksgiving ini Anda merasakan hal yang sama,joy
Saya merasa saya benar -benar tidak puas dengan seluruh dunia dan semua karakter manusia tidak konsisten,anger
Saya sedikit dicengkeram tentang waktu saya merasa panik dalam pikiran saya,fear
Saya berlari di atasnya sambil mencari pepatah lucu untuk ditambahkan ke alamat kartu perubahan perencanaan ke depan dan merasa positif,joy
Saya pikir saya merasa rentan karena tekanan karena harus membeli mesin jahit dan printer baru,fear
Saya menantikannya kecuali saya merasa tidak pada tempatnya meskipun saya yakin akan cocok,joy
Saya membaca beberapa halaman dan masih merasa tidak yakin saya merasa telah membuang -buang waktu saya dan tidak dapat terlibat dengan argumen utama,fear
Saya suka perasaan dingin menggigit hidung saya saat saya mengenakan pakaian hangat,anger
Saya mengerikan tentang mengartikulasikan perasaan saya terutama secara verbal kadang -kadang saya bahkan tidak bisa mengingat insiden bahwa saya marah pada sesuatu,anger
Saya lupa bahwa setiap kali kita memiliki perselisihan atau dia merasa seperti dia telah dianiaya dalam beberapa hal bahwa setiap hal buruk yang pernah saya lakukan dalam hidup saya setiap pilihan buruk setiap hal yang dia tidak setuju dengan kembali berteriak di wajah saya,anger
Saya merasa seperti memposting masalah yang cerdas tentu saja saya bukan orang yang sangat pintar,joy
Saya merasa sedikit aneh merekomendasikan yang ini karena saya menulis buku marshal malam pertama dan mengundang Glenn untuk menulis yang kedua,fear
"Saya merasakan kehadiran Tuhan sesuatu yang menakutkan terjadi, saya menjadi sadar akan kedatangan saya yang tidak layak saya sendiri dan ya dosa saya sendiri",fear
Aku bisa memberitahunya bahwa aku mencintainya untuk membuatnya merasa dihargai dan dihargai untuk memberitahunya betapa cantik dan cerdasnya dia,joy
Saya merasa sangat berguna,joy
Saya pergi ke kuliah dan sekali lagi itu telah dibatalkan,anger
Saya mungkin akan makan di sini sesekali terutama jika saya merasa kaya yang tidak saya tidak,joy
Saya perlu mengingat sesuatu terasa seperti itu dan tidak terganggu secara bersamaan sebelum itu terjadi,anger
Saya benci mengganggu Anda tetapi kenyataannya saya merasa tidak nyaman,fear
Saya membaca setelah menonton film berpendapat bahwa masuk akal bagi penulisnya untuk merasa sangat tersinggung oleh perubahan dari kebenaran yang dibuat dalam film karena sedang digunakan dalam upaya untuk mempengaruhi vonis kehidupan nyata,anger
Saya merasa sangat diberkati atas kehidupan yang telah saya berikan dan orang -orang yang telah Tuhan taruh di dalamnya,joy
Saya benar -benar dapat mengatakan dari lubuk hati saya bahwa saya merasa sangat berterima kasih,joy
Saya harus merevisi balasan saya berulang kali dalam pikiran saya hanya untuk memastikan bahwa jawabannya terdengar cukup tepat dan bahwa orang yang menerima balasan tidak akan merasa tersinggung,anger
Saya merasakan rasa sakit dengan cara yang hanya bisa dimengerti oleh Ti yang disiksa,fear
"Saya akan memikirkan Anda masing -masing, saya akan senang bersulang dan merasakan grup ajaib saya yang tulus, pelukan pelukan rel rel ulang jenis teks css href http jdelivery",joy
Saya merasa pendendam untuk mengetik ini tetapi pengetahuan dan statistik langsung yang saya alami tentang orang Mormon dan anti depresan mengejutkan,anger
Saya merasa sangat iri dan bangga pada Anda pada saat yang sama jika mungkin untuk merasa seperti itu,anger
Terkadang saya merasa sangat neurotik karena biasanya bahkan jika saya tahu kami tidak memiliki sesuatu dll,fear
Saya bisa menggoda dengan yang terbaik dari mereka dan saya jarang jika pernah merasa terintimidasi oleh pria yang mengidentifikasi orang atau gagasan untuk melakukan percakapan dengan mereka terlepas dari betapa menariknya saya kepada mereka kepada mereka,fear
Saya tidak merasa ketakutan,fear
Saya merasa seperti Anda penting bagi saya,joy
Saya merasa jijik bahkan dikaitkan dengan wanita ini dengan ras dan kebangsaan saya,anger
"Saya mulai merasa aneh, saya berpikir sendiri di sini",fear
Saya merasa tenang untungnya tidak terkejut karena dalam pikiran saya saya berpikir untuk menjadi siaga tidak peduli apa hasil dari hasilnya,joy
Saya melakukannya ketika saya merasa tidak terlalu kesal,anger
Saya merasa kurang dihargai karena saya tidak terlihat baik,joy
Saya merasakan tarikan kekerasan di rongga mata saya,anger
Saya ingin semua orang tidak peduli apa gaya hidup mereka untuk sedikit glamor,joy
Saya melakukan cartwheel kapal selam sebelum saya merasakan tarikan kekerasan di pergelangan kaki saya saat papan saya diangkut ke pantai,anger
Saya kira dia tidak merasa perlu untuk menyelamatkan putranya dari pemakan pria ganas,anger
Saya tidak merasa picik,anger
Saya bahkan tidak merasa rewel tentang hal itu,anger
Saya agak merasa sedikit tidak yakin sekarang tentang apa yang harus disentuh selanjutnya,fear
Saya tahu bahwa perasaan diri saya adalah rasa kebetulan yang aneh di mana pikiran bertabrakan di antara halaman,fear
Saya merasa seolah -olah kata -kata ini picik jadi saya memberi tahu Anda sekarang bahwa tindakan saya akan berbicara lebih keras daripada kata -kata saya,anger
Saya saat ini merasa sangat kacau dengan kertas bahasa ibu,anger
Saya merasa orang berpikir saya ragu -ragu dan kekanak -kanakan yang tidak sepenuhnya benar pada tingkat yang saya tunjukkan,fear
Saya merasa saya berhasil melakukan itu untuk bulan waxing itu sedikit berbeda dari matahari tersembunyi,joy
Saya merasa tentang band ini mungkin saya terlalu terganggu oleh penari hardcore yang menggapai -gapai,anger
Terkadang saya merasa ragu dan tidak pasti,fear
Saya merasa bertekad untuk menghadapi fakta memiliki pengabaian di donat saya href http,joy
Saya merasa tersinggung dengan pertanyaan seperti itu,anger
"Saya sudah merasa cemas, lalu bagaimana obat anti kecemasan saya akan membantu saya",fear
"Saya berharap dia tidak merasakan getaran yang mengalir melalui saya, tetapi mungkin dia melakukannya saya terkejut ketika dia menarik diri dari saya",fear
Saya merasa seperti telah mengabaikan blog ibu tercinta saya,joy
Saya meminta untuk mengetahui hal -hal dan kemudian semuanya berubah dan kemudian saya merasa agak goyah ketika saya mencoba untuk mengikuti keunggulan saya sendiri dan sejumlah besar perubahan yang saya diundang untuk mengizinkan ketika saya selaras dengan dan mengejar ketinggalan dengan saya,fear
"Saya harap Anda merasa baik -baik saja, saya ingin mengucapkan selamat ulang tahun dan bahwa Anda mewujudkan impian Anda dan Anda selalu bahagia karena Anda adalah orang yang sempurna dan Anda layak mendapatkan yang terbaik",joy
Saya merasa itu adalah tugas khidmat saya untuk membagikan pengetahuan ilahi saya ini agar orang lain dapat memperoleh manfaat dari kebenaran dan keindahannya dan membuat dunia mereka sedikit lebih dekat dengan recearchitecturality yang benar -benar mengatur masyarakat garasi yang kita semua perjuangkan,joy
Aku tidak bisa membenci terlalu banyak karena aku merasa dia terlihat sangat sempurna di foto -foto ini,joy
Saya bersyukur bekerja di tempat di mana saya bisa merasa nyaman dan didukung,joy
ive melihat cara serina terasa aneh jika dia tidak berguna dan pasti membantu bahwa pembersih cukup mahal dan tidak harus membayar uang itu akan sangat bagus,fear
Saya sudah naik sepeda dan sepeda ini terasa aneh,fear
Saya tidak bisa memberi tahu Anda dengan kata -kata betapa saya merasa terhormat bahwa foto saya berhasil masuk ke galeri ini,joy
"Saya menggandakan kemenangan atas Brown Struff, kami kembali pada hari Minggu dengan perasaan sangat optimis dan menantikan hari lain yang diisi dengan tenis yang lebih fedastik",joy
"Saya tidak menunjukkan rasa tidak aman saya di kepribadian saya jika tidak, saya mungkin dianggap sebagai orang jalang gila yang secara praktis membenci semua orang hanya karena dia merasa tidak aman dan terlalu paranoid",fear
Saya benar -benar merasa bahwa hidup saya sempurna sekarang dan jika tidak terlalu banyak untuk meminta saya hanya berharap bahwa semuanya akan tetap sama,joy
